Item_Identifier,Outlet_Identifier,Item_Outlet_Sales (Predicted)
FDI07,OUT018,2841.743322
FDZ15,OUT018,1603.474891
NCX41,OUT027,5421.657104
NCO29,OUT019,846.7041835
FDF57,OUT013,2865.801465
FDI33,OUT035,1613.758924
DRJ47,OUT049,2970.813161
FDB34,OUT046,1329.689967
FDY22,OUT027,3995.157018
DRL11,OUT017,2865.801465
FDY46,OUT035,3131.132681
FDG17,OUT013,3674.451961
FDE52,OUT018,1412.721813
DRP47,OUT027,5294.405022
FDO01,OUT010,267.2607233
FDL09,OUT046,2865.801465
FDR57,OUT013,2511.642001
DRD37,OUT035,962.7569674
FDQ36,OUT027,2098.78143
FDL33,OUT049,3131.132681
FDL48,OUT045,962.7569674
FDL28,OUT049,3520.439369
NCN29,OUT046,962.7569674
FDO13,OUT035,2865.801465
FDB38,OUT045,2865.801465
FDI36,OUT035,3131.132681
FDI58,OUT035,1613.758924
FDH22,OUT018,1603.474891
FDQ27,OUT013,1613.758924
FDT33,OUT046,2865.801465
FDC56,OUT045,1833.558728
FDF14,OUT046,2511.642001
FDQ39,OUT017,3131.132681
NCM43,OUT017,2865.801465
FDS46,OUT035,1876.869728
FDI22,OUT049,3131.132681
NCE43,OUT045,2865.801465
FDZ36,OUT010,477.3589373
FDR13,OUT019,585.4516073
FDP46,OUT018,1412.721813
FDW56,OUT019,947.72627
FDB40,OUT017,2511.642001
FDM28,OUT018,2841.743322
FDV49,OUT013,3674.451961
NCS53,OUT018,2431.094061
FDO03,OUT049,3520.439369
FDT15,OUT035,3131.132681
FDD33,OUT049,3520.439369
FDX13,OUT017,3674.451961
FDH60,OUT013,3131.132681
DRH51,OUT046,1329.689967
NCL07,OUT049,1034.921326
FDW51,OUT045,3520.439369
FDF21,OUT019,947.72627
FDH26,OUT019,585.4516073
FDJ03,OUT049,962.7569674
FDU35,OUT017,1613.758924
DRL01,OUT018,3125.475166
FDE59,OUT045,962.7569674
FDI60,OUT035,1062.143099
DRH39,OUT035,1193.900669
FDK36,OUT049,962.7569674
FDN52,OUT045,1329.689967
FDU12,OUT017,3674.451961
NCT05,OUT027,5421.657104
FDS37,OUT027,2784.762608
FDK24,OUT017,962.7569674
DRF36,OUT013,3131.132681
FDN46,OUT010,248.2932438
NCN06,OUT045,2865.801465
FDD59,OUT035,1193.900669
FDM14,OUT045,1736.584111
FDO10,OUT018,900.2563135
FDU35,OUT013,1613.758924
NCA30,OUT018,2805.146139
NCO41,OUT049,1613.758924
FDI24,OUT046,3048.635888
FDZ16,OUT046,3131.132681
FDV47,OUT046,1329.689967
FDV16,OUT045,962.7569674
FDZ22,OUT035,1329.689967
FDO20,OUT010,500.9484784
FDW38,OUT013,940.5948678
FDW52,OUT045,2865.801465
FDT43,OUT019,173.4398496
NCS29,OUT045,3674.451961
NCC31,OUT017,2511.642001
FDA21,OUT017,3131.132681
FDQ55,OUT046,1876.869728
NCE54,OUT049,1193.900669
FDD45,OUT017,1613.758924
NCP17,OUT017,1062.143099
FDR47,OUT035,3131.132681
DRM35,OUT013,2970.813161
FDR47,OUT019,947.72627
FDX19,OUT010,509.8812291
FDV22,OUT027,4342.926421
FDQ46,OUT027,2835.938477
DRO47,OUT045,1736.584111
FDB44,OUT010,501.5260673
FDN02,OUT010,509.8812291
FDW10,OUT045,2970.813161
FDJ41,OUT019,1165.917289
FDM50,OUT046,1062.143099
FDW10,OUT035,2970.813161
FDY48,OUT049,1613.758924
NCE30,OUT027,5209.802561
FDO04,OUT045,962.7569674
FDQ26,OUT010,153.985044
NCX29,OUT018,2431.094061
FDE39,OUT046,1876.869728
NCR54,OUT027,5209.802561
NCP55,OUT027,1990.661658
FDX22,OUT017,3131.132681
FDI05,OUT035,1193.900669
FDC51,OUT027,2784.762608
FDC10,OUT013,1876.869728
FDJ46,OUT045,2970.813161
FDV10,OUT010,164.1261595
FDX12,OUT027,5203.035115
FDL43,OUT019,472.2139006
DRB13,OUT046,3131.132681
FDF59,OUT027,2978.314765
FDT35,OUT049,2865.801465
NCJ19,OUT035,1134.307458
FDT35,OUT018,2736.731625
FDI48,OUT046,962.7569674
DRC24,OUT019,793.583749
NCZ05,OUT017,1613.758924
FDJ57,OUT049,3131.132681
FDX11,OUT017,3131.132681
FDE09,OUT035,1779.895111
NCK06,OUT049,1876.869728
DRE37,OUT017,3131.132681
FDV56,OUT046,1613.758924
FDY43,OUT017,2865.801465
FDV35,OUT013,2511.642001
FDF05,OUT019,1165.917289
FDA36,OUT035,3131.132681
FDS13,OUT027,5294.405022
FDU47,OUT013,1876.869728
FDI36,OUT010,477.3589373
FDH48,OUT046,1329.689967
FDZ14,OUT013,1876.869728
FDS46,OUT013,1876.869728
FDE21,OUT017,1876.869728
FDA26,OUT049,3520.439369
FDV12,OUT046,1613.758924
FDL46,OUT019,568.7009001
FDN57,OUT013,2511.642001
NCJ18,OUT017,1876.869728
FDO36,OUT045,3048.635888
FDX55,OUT018,3125.475166
FDT25,OUT019,585.4516073
FDD16,OUT049,1193.900669
NCX18,OUT013,3131.132681
NCG55,OUT018,1904.452427
NCV18,OUT049,1329.689967
NCS18,OUT035,1613.758924
FDC37,OUT045,1570.447925
FDE47,OUT046,1876.869728
DRG49,OUT019,1140.462698
FDC39,OUT049,3131.132681
FDH24,OUT019,857.5414968
FDV39,OUT027,5236.835593
NCL17,OUT045,2511.642001
NCY53,OUT035,1779.895111
FDH52,OUT013,1039.981
NCD19,OUT018,1033.891481
FDI44,OUT046,1193.900669
DRD49,OUT027,4965.130309
FDN08,OUT035,1876.869728
FDO20,OUT027,5623.275361
FDY02,OUT046,3674.451961
FDX23,OUT045,1570.447925
FDX01,OUT017,1876.869728
FDH20,OUT027,2605.09139
NCX41,OUT017,3520.439369
FDD21,OUT027,2858.806824
DRH11,OUT019,173.4398496
DRE60,OUT018,3125.475166
FDB10,OUT013,3674.451961
FDH38,OUT013,1876.869728
NCL07,OUT018,900.2563135
FDD48,OUT046,1779.895111
NCT54,OUT027,2432.342628
FDF32,OUT027,5623.275361
DRH51,OUT045,1329.689967
DRG03,OUT035,2511.642001
NCY42,OUT019,585.4516073
FDH32,OUT017,1613.758924
NCJ06,OUT027,3222.393165
FDH47,OUT027,2531.047174
FDZ08,OUT018,1412.721813
FDK16,OUT017,1613.758924
DRG01,OUT018,1066.504819
NCM53,OUT027,2784.762608
NCB07,OUT035,3131.132681
NCZ06,OUT035,3674.451961
FDU48,OUT049,1876.869728
NCB55,OUT027,1890.772326
FDP15,OUT013,3674.451961
FDF17,OUT046,3131.132681
NCN06,OUT049,2865.801465
DRM48,OUT018,900.2563135
FDH10,OUT046,3131.132681
FDC60,OUT018,1412.721813
FDE35,OUT018,900.2563135
DRI23,OUT013,2865.801465
NCR38,OUT013,3674.451961
FDP04,OUT035,1062.143099
NCW17,OUT045,1833.558728
FDX34,OUT017,1876.869728
NCK53,OUT045,1570.447925
NCO54,OUT010,153.985044
NCH55,OUT046,1876.869728
FDT44,OUT027,2858.806824
DRG49,OUT046,3674.451961
FDX46,OUT010,164.1261595
DRG36,OUT049,2970.813161
FDU37,OUT049,1193.900669
FDK10,OUT049,3131.132681
DRF37,OUT027,4965.130309
FDC44,OUT035,1779.895111
FDP15,OUT046,3674.451961
FDZ27,OUT027,1839.079989
FDY22,OUT019,660.0246776
DRG51,OUT035,2865.801465
FDN58,OUT045,3674.451961
FDW01,OUT049,2511.642001
FDX24,OUT018,1412.721813
FDO51,OUT017,998.4544829
FDJ52,OUT027,4739.109427
NCY06,OUT010,267.2607233
FDE20,OUT018,2736.731625
FDT23,OUT010,195.3036302
FDQ51,OUT046,998.4544829
FDE35,OUT046,1062.143099
FDB46,OUT013,3520.439369
NCG19,OUT035,3674.451961
NCL06,OUT018,3088.877983
FDT36,OUT019,184.277163
FDC56,OUT049,1876.869728
FDJ26,OUT049,3520.439369
FDZ59,OUT017,2943.624191
FDV11,OUT027,4794.973801
FDR13,OUT010,267.2607233
FDI15,OUT018,3125.475166
FDF47,OUT018,3125.475166
NCB54,OUT019,585.4516073
NCK19,OUT027,5294.405022
FDX16,OUT017,2511.642001
FDL50,OUT045,1833.558728
NCE31,OUT035,750.9943723
DRJ01,OUT049,2865.801465
FDE22,OUT013,2865.801465
FDY20,OUT019,476.9577003
NCO14,OUT045,962.7569674
NCR50,OUT017,2511.642001
DRM47,OUT017,3131.132681
FDO27,OUT010,206.6022873
FDJ20,OUT027,2858.806824
NCX17,OUT013,3674.451961
FDG59,OUT049,962.7569674
FDD52,OUT045,1804.460623
FDO48,OUT017,3520.439369
FDC59,OUT019,173.4398496
FDS15,OUT018,1412.721813
FDB47,OUT035,3131.132681
FDV14,OUT019,476.9577003
FDB27,OUT013,3131.132681
FDA35,OUT035,1876.869728
FDN51,OUT018,3125.475166
FDO39,OUT019,731.1355898
FDB28,OUT049,3131.132681
DRJ25,OUT046,962.7569674
FDH46,OUT027,2835.938477
FDI10,OUT045,2970.813161
FDU21,OUT018,900.2563135
FDD09,OUT049,2970.813161
FDD10,OUT046,2970.813161
FDN31,OUT010,509.8812291
FDA46,OUT018,2841.743322
FDM56,OUT046,1613.758924
FDF11,OUT010,501.5260673
FDS32,OUT018,1603.474891
NCM06,OUT013,2511.642001
FDZ26,OUT045,3674.451961
FDO01,OUT013,1876.869728
FDJ46,OUT049,2970.813161
FDG26,OUT019,1140.462698
FDZ38,OUT035,2970.813161
NCO55,OUT013,1685.923283
FDT60,OUT035,1876.869728
FDW37,OUT049,1613.758924
NCK42,OUT018,3088.877983
FDA45,OUT046,2970.813161
FDW55,OUT018,3125.475166
FDY44,OUT017,3131.132681
FDQ31,OUT017,1329.689967
FDM09,OUT049,2970.813161
FDH12,OUT018,1412.721813
NCQ43,OUT035,1852.05947
FDT33,OUT035,2865.801465
NCT41,OUT018,2431.094061
DRJ25,OUT010,126.7182728
NCQ41,OUT046,3131.132681
NCN17,OUT049,1613.758924
DRO35,OUT027,2784.762608
FDU27,OUT018,900.2563135
FDY43,OUT027,5067.979766
FDG46,OUT035,1876.869728
DRL49,OUT018,2431.094061
NCB55,OUT049,1062.143099
FDK28,OUT049,3674.451961
FDO49,OUT045,962.7569674
FDT03,OUT013,3131.132681
FDW33,OUT027,2835.938477
FDR02,OUT035,1779.895111
FDF50,OUT013,3131.132681
FDA40,OUT018,1412.721813
NCT53,OUT018,2736.731625
FDY60,OUT035,1876.869728
FDP44,OUT027,2858.806824
NCQ50,OUT045,3520.439369
NCC30,OUT017,2970.813161
FDQ60,OUT018,1603.474891
FDG41,OUT046,1613.758924
FDQ03,OUT046,3674.451961
FDM03,OUT045,1570.447925
FDZ51,OUT018,1412.721813
DRF51,OUT035,962.7569674
FDF39,OUT017,3674.451961
FDW52,OUT035,2865.801465
FDY22,OUT049,2511.642001
FDG14,OUT013,2511.642001
FDA57,OUT017,962.7569674
FDL45,OUT019,609.9725888
FDX28,OUT046,1613.758924
NCQ54,OUT013,2865.801465
FDH40,OUT045,1193.900669
FDU52,OUT035,2511.642001
FDT60,OUT010,267.2607233
FDK08,OUT045,1570.447925
FDN04,OUT049,2970.813161
FDE50,OUT013,3131.132681
FDI16,OUT049,962.7569674
FDM50,OUT049,1062.143099
NCV30,OUT049,1062.143099
FDT44,OUT013,1876.869728
FDY60,OUT013,2589.464728
FDT56,OUT017,1062.143099
FDV58,OUT018,2841.743322
FDU04,OUT013,1876.869728
NCN05,OUT027,4900.257788
FDI53,OUT018,2736.731625
FDD34,OUT046,2865.801465
FDW47,OUT027,2842.510124
FDT51,OUT027,2784.762608
FDO27,OUT013,1534.259719
NCQ18,OUT018,1546.35698
NCW05,OUT013,1613.758924
FDI15,OUT010,666.7816506
NCH43,OUT010,509.8812291
FDT40,OUT049,1876.869728
NCG19,OUT017,3520.439369
NCM30,OUT035,962.7569674
FDB38,OUT017,2511.642001
FDB22,OUT046,2511.642001
FDC58,OUT046,962.7569674
NCI29,OUT013,1876.869728
FDA23,OUT010,214.6624357
DRG48,OUT013,2511.642001
FDV21,OUT013,1876.869728
NCG18,OUT019,476.9577003
FDG40,OUT045,962.7569674
FDU24,OUT018,1412.721813
FDA22,OUT049,2865.801465
FDY35,OUT046,962.7569674
FDJ15,OUT045,3131.132681
NCW18,OUT018,3088.877983
FDK56,OUT018,2841.743322
FDF44,OUT046,1876.869728
FDP51,OUT049,1876.869728
FDU22,OUT027,2835.938477
FDM28,OUT017,2970.813161
NCL42,OUT046,3674.451961
FDJ15,OUT019,899.5318061
FDI32,OUT018,1506.500274
DRL11,OUT046,2865.801465
DRO59,OUT018,1066.504819
FDA07,OUT019,585.4516073
NCO53,OUT013,3131.132681
FDO21,OUT045,3520.439369
FDW39,OUT045,2970.813161
NCV17,OUT013,1876.869728
FDE22,OUT046,2511.642001
NCB06,OUT018,2736.731625
DRF48,OUT017,3131.132681
FDB05,OUT013,3674.451961
FDP28,OUT027,5294.405022
FDP23,OUT046,3520.439369
NCS41,OUT018,2841.743322
FDS40,OUT018,900.2563135
FDA16,OUT017,3520.439369
FDN20,OUT035,2865.801465
FDF04,OUT027,5236.835593
DRG36,OUT018,2736.731625
FDW16,OUT018,1412.721813
FDU09,OUT017,962.7569674
FDW01,OUT046,2511.642001
FDB15,OUT045,3674.451961
NCJ17,OUT049,1329.689967
NCT18,OUT018,2805.146139
FDG16,OUT018,3125.475166
FDP27,OUT017,3131.132681
FDQ44,OUT027,2858.806824
FDL50,OUT027,2784.762608
FDW57,OUT027,4984.300821
FDS34,OUT013,1876.869728
NCV30,OUT035,1062.143099
FDD26,OUT018,2841.743322
FDA03,OUT045,2511.642001
FDS27,OUT018,2841.743322
FDM12,OUT013,3131.132681
NCV42,OUT027,3222.393165
NCS41,OUT046,3131.132681
FDN56,OUT018,1603.474891
DRK59,OUT046,3674.451961
NCG18,OUT046,1613.758924
NCN26,OUT017,1876.869728
FDI60,OUT027,1948.384547
NCI43,OUT049,962.7569674
NCL17,OUT049,2511.642001
FDQ19,OUT019,1238.10252
FDY43,OUT049,2865.801465
FDR36,OUT049,962.7569674
FDJ58,OUT049,2970.813161
DRY23,OUT045,962.7569674
FDK26,OUT027,4900.257788
DRH03,OUT045,1570.447925
FDC10,OUT010,248.5863891
FDD23,OUT013,3131.132681
FDP32,OUT045,1833.558728
FDO31,OUT035,1193.900669
FDQ57,OUT013,2511.642001
FDX32,OUT027,4231.761467
FDC39,OUT027,5294.405022
FDU55,OUT046,3674.451961
FDL45,OUT013,1876.869728
DRK37,OUT049,3131.132681
FDK22,OUT013,3520.439369
DRG37,OUT027,4303.757205
FDK22,OUT017,3520.439369
DRH36,OUT018,1066.504819
DRC36,OUT018,2841.743322
DRE03,OUT027,1839.079989
FDF34,OUT046,3131.132681
FDZ22,OUT046,1329.689967
FDC44,OUT010,311.448407
FDN31,OUT027,5413.949638
FDO03,OUT017,3520.439369
FDA01,OUT049,1062.143099
NCH42,OUT049,3520.439369
FDF46,OUT018,1603.474891
DRL35,OUT046,909.2486105
FDW46,OUT049,1062.143099
FDB58,OUT046,1876.869728
FDD47,OUT018,2736.731625
NCO17,OUT045,1833.558728
FDJ26,OUT017,3520.439369
FDU37,OUT045,1193.900669
